Experiment, Validation, Test, Generations
5, 41.3, 36.14, 48
5, 41.13, 36.49, 48
5, 41.22, 36.4, 48
6, 41.74, 36.32, 48
6, 41.48, 36.58, 48
6, 41.3, 36.4, 48
6, 41.91, 36.4, 48
6, 41.65, 36.58, 48
6, 41.74, 36.32, 48
6, 41.39, 36.66, 48
6, 41.48, 36.23, 48
6, 41.65, 36.32, 48
6, 41.74, 36.58, 48
6, 41.3, 36.4, 48
6, 41.83, 36.32, 48
6, 41.48, 36.23, 48
6, 41.3, 36.4, 48
6, 41.74, 36.49, 48
7, 41.3, 36.49, 48
7, 41.74, 36.4, 48
7, 41.48, 36.14, 48
7, 41.22, 36.32, 48
7, 41.74, 36.23, 48
7, 41.65, 36.32, 48
7, 41.83, 36.58, 48
7, 35.39, 36.32, 48
7, 41.91, 36.58, 48
7, 41.39, 36.23, 48
7, 41.48, 36.4, 48
7, 41.91, 36.49, 48
7, 37.39, 36.23, 48
7, 34.7, 36.32, 48
7, 41.48, 36.49, 48
8, 26.43, 22.85, 48
8, 42, 24.85, 48
8, 35.22, 28.67, 48
8, 42, 21.89, 48
8, 26.78, 26.59, 48
8, 25.3, 21.98, 48
8, 23.13, 27.45, 48
8, 23.48, 25.63, 48
8, 25.48, 21.2, 48
8, 30.78, 24.24, 48
8, 22.17, 21.46, 48
8, 29.22, 24.5, 48
8, 21.91, 32.06, 48
8, 21.13, 26.59, 48
8, 24.43, 20.33, 48
9, 33.13, 26.85, 30
9, 27.48, 29.28, 30
9, 26.35, 34.06, 30
9, 31.48, 26.06, 30
9, 27.74, 26.59, 30
9, 26.96, 27.28, 30
9, 28.43, 26.15, 30
9, 33.48, 25.8, 30
9, 28.87, 26.76, 30
9, 29.04, 26.32, 30
9, 36.26, 25.89, 30
9, 29.13, 30.23, 30
9, 32.52, 27.8, 30
9, 27.83, 26.5, 30
9, 27.04, 26.32, 30
10, 41.65, 37.1, 48
10, 41.74, 36.49, 48
10, 41.83, 36.66, 48
10, 38.52, 36.58, 48
10, 41.65, 36.49, 48
10, 40.26, 36.4, 48
10, 41.74, 36.58, 48
10, 39.3, 36.49, 48
10, 41.65, 36.23, 48
10, 38.52, 36.58, 48
10, 41.39, 36.4, 48
10, 41.57, 36.84, 48
10, 42, 36.75, 48
10, 42, 36.32, 48
10, 42.09, 37.01, 48
11, 26.35, 30.06, 48
11, 22.61, 21.98, 48
11, 26.96, 28.84, 48
11, 28.17, 23.02, 48
11, 25.13, 28.32, 48
11, 25.39, 23.81, 48
11, 22, 25.98, 48
11, 23.83, 21.98, 48
11, 24.09, 28.67, 48
11, 22.87, 27.28, 48
11, 32.26, 23.46, 48
11, 25.57, 25.89, 48
11, 21.22, 29.37, 48
11, 31.39, 24.85, 48
11, 22.87, 22.85, 48
12, 41.57, 36.4, 48
12, 41.91, 36.84, 48
12, 41.65, 36.58, 48
12, 42, 36.32, 48
12, 41.83, 37.45, 48
12, 41.48, 36.84, 48
12, 41.83, 36.84, 48
12, 41.83, 36.58, 48
12, 40.87, 37.01, 48
12, 41.57, 37.53, 48
12, 41.91, 36.49, 48
12, 41.91, 36.75, 48
12, 41.91, 36.58, 48
12, 41.74, 36.58, 48
12, 41.3, 36.92, 48
13, 42, 30.93, 48
13, 42, 21.98, 48
13, 26.09, 36.4, 48
13, 22.96, 29.11, 48
13, 42, 36.4, 48
13, 42, 36.4, 48
13, 29.13, 20.42, 48
13, 42, 36.4, 48
13, 23.48, 36.4, 48
13, 42, 29.19, 48
13, 25.3, 25.2, 48
13, 42, 48.74, 48
13, 27.04, 28.84, 48
13, 42, 29.28, 48
13, 25.3, 26.59, 48
