Experiment, Validation, Test, Generations
4, 26.78, 24.5, 32
4, 27.04, 24.67, 32
4, 25.74, 25.2, 32
4, 25.74, 30.32, 32
4, 26.26, 39.01, 32
4, 22.7, 25.46, 32
5, 25.48, 28.24, 32
5, 23.74, 26.24, 32
5, 38.78, 39.01, 32
5, 28.09, 23.02, 32
5, 26.09, 39.01, 32
5, 25.22, 26.59, 32
5, 23.65, 39.01, 32
5, 23.3, 25.72, 32
5, 26.17, 26.06, 32
5, 26.78, 24.5, 32
5, 27.04, 24.67, 32
5, 25.74, 25.2, 32
5, 25.74, 30.32, 32
5, 26.26, 39.01, 32
5, 22.7, 25.46, 32
6, 25.48, 28.24, 32
6, 23.74, 26.24, 32
6, 38.78, 39.01, 32
6, 28.09, 23.02, 32
6, 26.09, 39.01, 32
6, 25.22, 26.59, 32
6, 23.65, 39.01, 32
6, 23.3, 25.72, 32
6, 26.17, 26.06, 32
6, 26.78, 24.5, 32
6, 27.04, 24.67, 32
6, 25.74, 25.2, 32
6, 25.74, 30.32, 32
6, 26.26, 39.01, 32
6, 22.7, 25.46, 32
7, 25.48, 28.24, 32
7, 23.74, 26.24, 32
7, 38.78, 39.01, 32
7, 28.09, 23.02, 32
7, 26.09, 39.01, 32
7, 25.22, 26.59, 32
7, 23.65, 39.01, 32
7, 23.3, 25.72, 32
7, 26.17, 26.06, 32
7, 26.78, 24.5, 32
7, 27.04, 24.67, 32
7, 25.74, 25.2, 32
7, 25.74, 30.32, 32
7, 26.26, 39.01, 32
7, 22.7, 25.46, 32
8, 25.48, 28.24, 32
8, 23.74, 26.24, 32
8, 38.78, 39.01, 32
8, 28.09, 23.02, 32
8, 26.09, 39.01, 32
8, 25.22, 26.59, 32
8, 23.65, 39.01, 32
8, 23.3, 25.72, 32
8, 26.17, 26.06, 32
8, 26.78, 24.5, 32
8, 27.04, 24.67, 32
8, 25.74, 25.2, 32
8, 25.74, 30.32, 32
8, 26.26, 39.01, 32
8, 22.7, 25.46, 32
9, 25.48, 28.24, 32
9, 23.74, 26.24, 32
9, 38.78, 39.01, 32
9, 28.09, 23.02, 32
9, 26.09, 39.01, 32
9, 25.22, 26.59, 32
9, 23.65, 39.01, 32
9, 23.3, 25.72, 32
9, 26.17, 26.06, 32
9, 26.78, 24.5, 32
9, 27.04, 24.67, 32
9, 25.74, 25.2, 32
9, 25.74, 30.32, 32
9, 26.26, 39.01, 32
9, 22.7, 25.46, 32
10, 25.48, 28.24, 32
10, 23.74, 26.24, 32
10, 38.78, 39.01, 32
10, 28.09, 23.02, 32
10, 26.09, 39.01, 32
10, 25.22, 26.59, 32
10, 23.65, 39.01, 32
10, 23.3, 25.72, 32
10, 26.17, 26.06, 32
10, 26.78, 24.5, 32
10, 27.04, 24.67, 32
10, 25.74, 25.2, 32
10, 25.74, 30.32, 32
10, 26.26, 39.01, 32
10, 22.7, 25.46, 32
11, 25.48, 28.24, 32
11, 23.74, 26.24, 32
11, 38.78, 39.01, 32
11, 28.09, 23.02, 32
11, 26.09, 39.01, 32
11, 25.22, 26.59, 32
11, 23.65, 39.01, 32
11, 23.3, 25.72, 32
11, 26.17, 26.06, 32
11, 26.78, 24.5, 32
11, 27.04, 24.67, 32
11, 25.74, 25.2, 32
11, 25.74, 30.32, 32
11, 26.26, 39.01, 32
11, 22.7, 25.46, 32
12, 25.48, 28.24, 32
12, 23.74, 26.24, 32
12, 38.78, 39.01, 32
12, 28.09, 23.02, 32
12, 26.09, 39.01, 32
12, 25.22, 26.59, 32
12, 23.65, 39.01, 32
12, 23.3, 25.72, 32
12, 26.17, 26.06, 32
12, 26.78, 24.5, 32
12, 27.04, 24.67, 32
12, 25.74, 25.2, 32
12, 25.74, 30.32, 32
12, 26.26, 39.01, 32
12, 22.7, 25.46, 32
13, 25.48, 28.24, 32
13, 23.74, 26.24, 32
13, 38.78, 39.01, 32
13, 28.09, 23.02, 32
13, 26.09, 39.01, 32
13, 25.22, 26.59, 32
13, 23.65, 39.01, 32
13, 23.3, 25.72, 32
13, 26.17, 26.06, 32
13, 26.78, 24.5, 32
13, 27.04, 24.67, 32
13, 25.74, 25.2, 32
13, 25.74, 30.32, 32
13, 26.26, 39.01, 32
13, 22.7, 25.46, 32
14, 25.48, 28.24, 32
14, 23.74, 26.24, 32
14, 38.78, 39.01, 32
14, 28.09, 23.02, 32
14, 26.09, 39.01, 32
14, 25.22, 26.59, 32
14, 23.65, 39.01, 32
14, 23.3, 25.72, 32
14, 26.17, 26.06, 32
14, 26.78, 24.5, 32
14, 27.04, 24.67, 32
14, 25.74, 25.2, 32
14, 25.74, 30.32, 32
14, 26.26, 39.01, 32
14, 22.7, 25.46, 32
