Experiment, Validation, Test, Generations
5, 25.22, 22.07, 32
5, 29.91, 23.28, 32
5, 23.22, 39.01, 32
5, 28.61, 23.63, 32
5, 21.04, 30.41, 32
5, 22.96, 24.41, 32
5, 24.96, 25.2, 32
5, 24.7, 30.06, 32
5, 23.57, 21.63, 32
5, 26.87, 30.58, 32
5, 23.74, 23.46, 32
6, 38.78, 26.93, 32
6, 38.78, 39.01, 32
6, 31.48, 27.02, 32
6, 30.35, 27.89, 32
6, 25.39, 26.76, 32
6, 25.65, 27.19, 32
6, 25.22, 39.01, 32
6, 25.04, 39.01, 32
6, 28.35, 25.46, 32
6, 28.43, 25.02, 32
6, 28.7, 26.59, 32
6, 28.78, 39.01, 32
6, 31.57, 38.92, 32
6, 38.78, 25.28, 32
6, 25.3, 29.54, 32
7, 26.09, 39.01, 32
7, 31.04, 26.85, 32
7, 38.78, 26.32, 32
7, 25.57, 37.79, 32
7, 38.78, 25.46, 32
7, 24.61, 39.01, 32
7, 38.17, 26.15, 32
7, 28.17, 27.63, 32
7, 38, 37.53, 32
7, 24.52, 39.01, 32
7, 25.48, 25.54, 32
7, 25.48, 25.63, 32
7, 38.78, 25.37, 32
7, 26.35, 26.41, 32
7, 38, 25.72, 32
8, 25.91, 37.79, 32
8, 38.09, 26.93, 32
8, 27.04, 37.79, 32
8, 38.78, 37.45, 32
8, 38.87, 39.01, 32
8, 28.61, 39.01, 32
8, 26.26, 26.59, 32
8, 38.61, 26.76, 32
8, 26.87, 26.32, 32
8, 38.78, 25.2, 32
8, 38.52, 25.63, 32
8, 38.78, 39.01, 32
8, 38.87, 29.8, 32
8, 38.78, 27.11, 32
8, 38.52, 28.24, 32
9, 22.09, 26.5, 32
9, 24.87, 21.63, 32
9, 21.83, 21.81, 32
9, 21.57, 23.28, 32
9, 27.13, 22.59, 32
9, 23.04, 21.89, 32
9, 21.74, 20.24, 32
9, 38.78, 26.85, 32
9, 28.78, 39.01, 32
9, 21.74, 39.01, 32
9, 27.3, 39.01, 32
9, 38.78, 32.23, 32
9, 38.78, 39.01, 32
9, 25.91, 39.01, 32
9, 27.57, 22.07, 32
10, 38.78, 39.01, 32
10, 38.78, 39.01, 32
10, 25.91, 39.01, 32
10, 28.26, 39.01, 32
10, 38.78, 39.01, 32
10, 38.78, 39.01, 32
10, 38.78, 39.01, 32
10, 38.78, 39.01, 32
10, 38.78, 39.01, 32
10, 38.78, 39.01, 32
10, 38.78, 26.59, 32
10, 38.78, 26.06, 32
10, 25.65, 39.01, 32
10, 25.83, 39.01, 32
10, 38.78, 39.01, 32
11, 27.57, 26.41, 32
11, 30.26, 29.71, 32
11, 26.17, 27.89, 32
11, 26.17, 25.98, 32
11, 26.09, 31.1, 32
11, 26.17, 28.32, 32
11, 25.57, 26.15, 32
11, 26.43, 39.01, 32
11, 26.09, 25.72, 32
11, 25.39, 25.54, 32
11, 38.78, 27.02, 32
11, 25.57, 25.72, 32
11, 38.78, 39.01, 32
11, 25.74, 27.11, 32
11, 25.65, 26.32, 32
12, 31.22, 24.93, 32
12, 22.43, 22.07, 32
12, 29.13, 24.15, 32
12, 28.52, 23.72, 32
12, 24.61, 21.81, 32
12, 23.13, 26.06, 32
12, 23.3, 23.89, 32
12, 31.48, 22.24, 32
12, 26.26, 39.01, 32
12, 25.65, 29.11, 32
12, 38.78, 21.98, 32
12, 27.83, 34.06, 32
12, 32.35, 20.5, 32
12, 27.74, 39.01, 32
12, 31.13, 39.01, 32
13, 25.39, 25.72, 32
13, 29.04, 28.76, 32
13, 24.96, 26.67, 32
13, 25.57, 26.06, 32
13, 25.13, 27.02, 32
13, 25.65, 28.5, 32
13, 25.3, 26.93, 32
13, 25.91, 30.76, 32
13, 27.39, 39.01, 32
13, 30.96, 26.24, 32
13, 24.35, 29.8, 32
13, 24.7, 25.28, 32
13, 38.78, 33.36, 32
13, 24.61, 26.41, 32
13, 28.52, 27.8, 32
14, 38.78, 26.85, 32
14, 38.78, 25.89, 32
14, 25.57, 39.01, 32
14, 38.78, 39.01, 32
14, 38.78, 25.46, 32
14, 38.78, 26.06, 32
14, 38.78, 27.19, 32
14, 26.61, 23.98, 32
14, 27.83, 39.01, 32
14, 38.78, 39.01, 32
14, 24.09, 39.01, 32
14, 28.61, 25.89, 32
14, 25.83, 39.01, 32
14, 38.78, 39.01, 32
14, 26, 39.01, 32
