Experiment, Validation, Test, Generations
21, 29.74, 25.89, 32
21, 30.7, 25.89, 32
21, 29.39, 27.37, 32
21, 26.17, 28.58, 32
21, 26.09, 30.93, 32
21, 25.3, 39.01, 32
21, 26, 25.98, 32
21, 25.48, 25.98, 32
21, 29.04, 26.06, 32
23, 29.91, 26.59, 32
23, 25.48, 28.58, 32
23, 27.13, 26.5, 32
23, 30.09, 30.41, 32
23, 38.78, 30.5, 32
23, 27.3, 31.54, 32
23, 26, 27.63, 32
23, 25.13, 30.06, 32
23, 25.3, 29.89, 32
23, 29.22, 26.85, 32
23, 25.22, 25.37, 32
23, 29.04, 26.32, 32
23, 26, 26.67, 32
23, 25.39, 28.41, 32
23, 25.3, 27.02, 32
25, 38.78, 39.01, 30
25, 38.78, 39.01, 30
25, 38.78, 39.01, 30
25, 38.78, 39.01, 30
25, 38.78, 39.01, 30
25, 38.78, 39.01, 30
25, 38.78, 39.01, 30
25, 38.78, 39.01, 30
25, 38.78, 39.01, 30
25, 38.78, 39.01, 30
25, 38.78, 39.01, 30
25, 38.78, 39.01, 30
25, 38.78, 39.01, 30
25, 38.78, 39.01, 30
25, 38.78, 39.01, 30
27, 23.57, 25.02, 32
27, 23.39, 25.63, 32
27, 23.83, 25.11, 32
27, 23.39, 24.41, 32
27, 23.3, 24.5, 32
27, 23.91, 25.2, 32
27, 26.35, 31.1, 32
27, 23.57, 26.5, 32
27, 24.61, 25.54, 32
27, 23.74, 26.67, 32
27, 27.3, 24.5, 32
27, 24.52, 26.76, 32
27, 26.35, 28.06, 32
27, 23.83, 26.59, 32
27, 23.65, 27.45, 32
29, 28.96, 24.85, 32
29, 33.3, 27.19, 32
29, 28.17, 24.76, 32
29, 31.22, 24.5, 32
29, 21.83, 29.63, 32
29, 27.39, 31.45, 32
29, 24.52, 27.98, 32
29, 23.04, 26.85, 32
29, 38.78, 25.63, 32
29, 23.48, 22.94, 32
29, 23.04, 23.89, 32
29, 27.65, 23.37, 32
29, 29.48, 22.07, 32
29, 21.22, 23.81, 32
29, 23.65, 25.46, 32
