Experiment, Validation, Test, Generations
19, 36.7, 37.53, 32
19, 32.26, 36.58, 32
19, 32.87, 35.62, 32
19, 37.3, 35.45, 32
19, 34.78, 37.71, 32
19, 34, 36.32, 32
19, 34.87, 35.53, 32
19, 35.13, 38.14, 32
19, 32.96, 37.45, 32
19, 34.7, 35.62, 32
21, 38.52, 37.97, 32
21, 38.43, 28.41, 32
21, 38.43, 39.53, 32
21, 24.87, 39.44, 32
21, 38.43, 32.23, 32
21, 22.17, 39.44, 32
21, 36.43, 39.44, 32
21, 38.43, 39.53, 32
21, 27.13, 32.67, 32
21, 25.3, 39.44, 32
21, 24, 39.44, 32
21, 38.43, 27.63, 32
21, 24.26, 39.44, 32
21, 22.87, 27.37, 32
21, 24.61, 32.06, 32
21, 25.91, 39.44, 32
23, 38.52, 39.44, 32
23, 23.48, 32.67, 32
23, 26.17, 28.58, 32
23, 23.83, 28.06, 32
23, 24.7, 26.32, 32
23, 27.57, 26.59, 32
23, 26.96, 26.15, 32
23, 23.91, 27.45, 32
23, 22.61, 24.41, 32
23, 24.09, 25.37, 32
23, 26.52, 28.84, 32
23, 25.57, 23.46, 32
23, 21.83, 25.54, 32
23, 23.13, 26.32, 32
23, 24.26, 26.5, 32
23, 23.48, 27.02, 32
25, 38.43, 39.44, 32
25, 25.91, 30.93, 32
25, 38.43, 39.44, 32
25, 38.43, 39.44, 32
25, 38.43, 39.44, 32
25, 38.43, 39.44, 32
25, 38.43, 39.44, 32
25, 26.17, 39.44, 32
25, 38.43, 39.44, 32
25, 38.43, 39.44, 32
25, 38.43, 39.44, 32
25, 38.43, 39.44, 32
25, 38.43, 27.54, 32
25, 28.52, 29.28, 32
25, 38.43, 30.84, 32
25, 38.43, 39.44, 32
27, 37.65, 39.53, 32
27, 26.17, 27.37, 32
27, 38.52, 36.23, 32
27, 36.17, 39.53, 32
27, 38.43, 39.53, 32
27, 28.43, 28.32, 32
27, 28.26, 39.53, 32
27, 38.43, 27.63, 32
27, 38.35, 39.53, 32
27, 38.52, 27.98, 32
27, 26.43, 29.97, 32
27, 38.43, 39.44, 32
27, 38.43, 39.53, 32
27, 38.35, 30.58, 32
27, 38.52, 29.97, 32
27, 38.43, 39.62, 32
29, 38.43, 39.44, 32
29, 22.52, 27.45, 32
29, 25.39, 24.59, 32
29, 21.22, 25.02, 32
29, 37.83, 27.28, 32
29, 21.74, 27.8, 32
29, 31.3, 28.5, 32
29, 21.22, 27.28, 32
29, 24.87, 27.63, 32
29, 25.39, 25.89, 32
29, 22.43, 31.89, 32
29, 47.13, 28.93, 32
29, 25.22, 28.06, 32
29, 31.57, 24.24, 32
29, 38.43, 26.41, 32
29, 38.35, 24.41, 32
31, 38.35, 39.44, 32
31, 18.61, 22.59, 32
31, 18.52, 19.9, 32
31, 33.13, 19.81, 32
31, 23.74, 26.59, 32
31, 38.43, 21.89, 32
31, 25.39, 27.19, 32
31, 23.3, 22.5, 32
31, 23.48, 27.72, 32
31, 19.57, 22.85, 32
31, 20, 29.54, 32
31, 20.87, 21.11, 32
31, 38.43, 29.45, 32
31, 27.13, 21.2, 32
31, 34.52, 24.5, 32
31, 19.13, 39.62, 32
