Experiment, Validation, Test, Generations
5, 29.22, 36.14, 32
5, 27.13, 24.93, 32
5, 41.48, 30.58, 32
5, 42, 36.23, 32
5, 42, 24.24, 32
5, 42, 36.23, 32
5, 41.48, 36.23, 32
6, 27.22, 36.4, 32
6, 42, 36.4, 32
6, 42, 27.28, 32
6, 25.22, 36.49, 32
6, 42.09, 29.11, 32
6, 23.65, 23.63, 32
6, 42, 36.32, 32
6, 26.43, 28.5, 32
6, 42, 28.67, 32
6, 23.57, 36.58, 32
6, 41.74, 36.32, 32
6, 33.57, 24.15, 32
6, 24.35, 36.49, 32
6, 42, 24.24, 32
6, 23.83, 24.85, 32
7, 37.39, 33.97, 32
7, 36.35, 34.32, 32
7, 26.96, 34.23, 32
7, 37.3, 32.84, 32
7, 32.35, 32.23, 32
7, 34.43, 34.23, 32
7, 35.83, 32.84, 32
7, 32.96, 34.32, 32
7, 32.43, 32.32, 32
7, 34, 33.88, 32
7, 32.7, 33.01, 32
7, 33.83, 34.4, 32
7, 33.65, 33.19, 32
7, 33.91, 32.84, 32
7, 34.09, 34.49, 32
8, 25.57, 24.5, 32
8, 25.3, 24.15, 32
8, 25.57, 26.93, 32
8, 26.09, 26.67, 32
8, 28, 23.72, 32
8, 25.74, 23.89, 32
8, 25.13, 23.37, 32
8, 29.39, 27.98, 32
8, 26.78, 23.89, 32
8, 26.61, 23.72, 32
8, 25.74, 23.72, 32
8, 26.09, 29.63, 32
8, 26.43, 24.33, 32
8, 25.48, 24.33, 32
8, 25.48, 29.19, 32
9, 41.91, 25.46, 32
9, 34.09, 33.71, 32
9, 41.39, 27.72, 32
9, 42, 36.49, 32
9, 41.3, 29.71, 32
9, 26.96, 31.62, 32
9, 42, 36.32, 32
9, 42, 36.23, 32
9, 42, 36.4, 32
9, 41.39, 36.32, 32
9, 41.48, 26.59, 32
9, 41.3, 36.23, 32
9, 41.3, 36.32, 32
9, 42, 36.23, 32
9, 41.3, 36.49, 32
10, 25.39, 26.59, 32
10, 25.13, 23.89, 32
10, 28.61, 23.81, 32
10, 26.17, 28.24, 32
10, 25.13, 23.98, 32
10, 27.04, 36.58, 32
10, 25.13, 27.63, 32
10, 27.74, 23.89, 32
10, 27.39, 23.89, 32
10, 28.09, 27.19, 32
10, 25.13, 23.89, 32
10, 27.22, 24.24, 32
10, 27.13, 24.67, 32
10, 25.13, 25.98, 32
10, 26.26, 36.49, 32
11, 42, 25.8, 32
11, 33.74, 25.2, 32
11, 28.26, 25.28, 32
11, 27.48, 36.4, 32
11, 28, 25.46, 32
11, 27.04, 25.46, 32
11, 30.52, 25.8, 32
11, 41.83, 31.54, 32
11, 31.3, 26.59, 32
11, 41.83, 36.4, 32
11, 42, 36.4, 32
11, 33.39, 25.54, 32
11, 32.7, 25.89, 32
11, 37.91, 29.89, 32
11, 28, 36.4, 32
12, 26.17, 23.63, 32
12, 42, 25.02, 32
12, 23.83, 23.72, 32
12, 25.48, 36.4, 32
12, 29.04, 24.5, 32
12, 23.57, 23.63, 32
12, 23.13, 23.11, 32
12, 24.26, 22.59, 32
12, 29.13, 27.89, 32
12, 24.17, 25.2, 32
12, 26.87, 25.54, 32
12, 22.61, 22.24, 32
12, 21.74, 24.15, 32
12, 24.78, 29.11, 32
12, 25.74, 22.33, 32
13, 27.04, 27.37, 32
13, 26.35, 26.32, 32
13, 30, 31.54, 32
13, 26.52, 26.24, 32
13, 35.91, 25.37, 32
13, 28.09, 25.2, 32
13, 26.7, 30.23, 32
13, 29.48, 25.46, 32
13, 30, 27.19, 32
13, 31.57, 28.5, 32
13, 27.57, 26.59, 32
13, 26.43, 26.06, 32
13, 28.26, 26.32, 32
13, 31.3, 29.71, 32
13, 26, 28.58, 32
14, 41.13, 36.4, 32
14, 41.13, 36.32, 32
14, 41.39, 36.32, 32
14, 41.39, 36.49, 32
14, 41.13, 36.4, 32
14, 41.13, 36.49, 32
14, 41.13, 36.4, 32
14, 41.13, 36.4, 32
14, 41.13, 36.32, 32
14, 41.39, 36.32, 32
14, 41.39, 36.4, 32
14, 41.13, 36.32, 32
14, 41.13, 36.32, 32
14, 41.13, 36.4, 32
14, 41.39, 36.4, 32
