Experiment, Validation, Test, Generations
8, 38.43, 39.44, 32
8, 23.91, 30.06, 32
9, 38.52, 39.62, 32
9, 32, 27.72, 32
9, 27.65, 27.72, 32
9, 38.43, 39.44, 32
9, 27.74, 27.63, 32
9, 27.22, 27.72, 32
9, 38.17, 24.07, 32
9, 24.09, 28.93, 32
9, 25.22, 29.71, 32
9, 25.74, 39.44, 32
9, 24.96, 23.2, 32
9, 21.65, 27.45, 32
9, 24.61, 39.44, 32
9, 24.26, 26.41, 32
9, 27.22, 39.44, 32
9, 26.09, 39.44, 32
10, 38.43, 39.44, 32
10, 30.17, 35.19, 32
10, 34.61, 32.58, 32
10, 30.35, 39.44, 32
10, 30.35, 34.06, 32
10, 38.43, 39.44, 32
10, 35.3, 39.44, 32
10, 30.09, 32.84, 32
10, 31.04, 34.14, 32
10, 30.26, 32.67, 32
10, 30.35, 33.45, 32
10, 33.91, 32.75, 32
10, 38.43, 33.62, 32
10, 33.91, 39.44, 32
10, 33.22, 39.44, 32
10, 32.78, 33.62, 32
11, 38.43, 39.44, 32
11, 25.3, 39.44, 32
11, 26.35, 28.41, 32
11, 29.13, 30.41, 32
11, 37.22, 29.71, 32
11, 32.52, 33.88, 32
11, 28.87, 29.89, 32
11, 26.17, 37.45, 32
11, 27.13, 27.54, 32
11, 26.43, 29.28, 32
11, 28, 31.19, 32
11, 31.04, 27.8, 32
11, 25.3, 28.24, 32
11, 26.87, 28.32, 32
11, 25.83, 31.1, 32
11, 26.17, 39.44, 32
12, 38.43, 39.53, 32
12, 25.22, 31.89, 32
12, 25.04, 31.19, 32
12, 32.17, 32.58, 32
12, 36.61, 27.72, 32
12, 30.61, 27.45, 32
12, 30.26, 32.32, 32
12, 28.35, 27.89, 32
12, 27.91, 28.84, 32
12, 32.43, 48.22, 32
12, 28.7, 27.63, 32
12, 36, 29.71, 32
12, 30.7, 39.53, 32
12, 26.7, 28.58, 32
12, 26.17, 27.45, 32
12, 38.43, 39.44, 32
13, 35.57, 36.92, 32
13, 34.7, 38.4, 32
13, 38.52, 36.14, 32
13, 34.96, 36.66, 32
13, 35.22, 36.32, 32
13, 35.65, 37.71, 32
13, 35.04, 36.4, 32
13, 36.52, 36.92, 32
13, 34.78, 35.71, 32
13, 37.22, 38.58, 32
13, 35.13, 36.66, 32
13, 35.13, 35.79, 32
13, 36, 36.32, 32
13, 38.52, 39.44, 32
13, 36.35, 36.75, 32
13, 36.7, 38.66, 32
14, 38.52, 39.44, 32
14, 22.78, 27.11, 32
14, 27.22, 39.44, 32
14, 25.39, 31.8, 32
14, 26.96, 26.85, 32
14, 26.87, 27.45, 32
14, 25.22, 28.32, 32
14, 26.96, 31.19, 32
14, 24, 23.46, 32
14, 27.48, 28.67, 32
14, 28, 38.05, 32
14, 27.83, 31.36, 32
14, 26.78, 29.02, 32
14, 28, 28.24, 32
14, 24.52, 30.23, 32
14, 28.17, 39.53, 32
