Experiment, Validation, Test, Generations
4, 37.65, 35.19, 32
4, 38.26, 23.72, 32
4, 34.35, 35.45, 32
4, 34.7, 34.23, 32
4, 32.61, 30.84, 32
4, 33.83, 31.89, 32
4, 38.61, 25.89, 32
5, 27.48, 23.98, 32
5, 18, 22.07, 32
5, 19.13, 19.2, 32
5, 19.91, 39.44, 32
5, 21.83, 23.54, 32
5, 25.13, 39.44, 32
5, 22.61, 39.27, 32
5, 19.39, 20.5, 32
5, 30.35, 22.33, 32
5, 24.96, 32.23, 32
5, 25.91, 19.46, 32
5, 20, 18.51, 32
5, 24.96, 23.72, 32
5, 26.43, 24.59, 32
5, 21.13, 28.41, 32
6, 36.43, 39.1, 32
6, 36.26, 40.05, 32
6, 37.3, 37.19, 32
6, 34.78, 39.01, 32
6, 36.7, 38.84, 32
6, 34.78, 39.88, 32
6, 36, 39.53, 32
6, 38.35, 38.92, 32
6, 33.39, 36.75, 32
6, 36, 39.97, 32
6, 37.91, 36.58, 32
6, 37.04, 40.05, 32
6, 38.17, 36.92, 32
6, 37.3, 38.92, 32
6, 36.26, 37.53, 32
7, 38.43, 27.63, 32
7, 38.43, 24.24, 32
7, 24.35, 25.28, 32
7, 24.43, 39.44, 32
7, 23.22, 28.84, 32
7, 38.43, 39.44, 32
7, 38.43, 39.44, 32
7, 22.96, 27.63, 32
7, 38.43, 27.19, 32
7, 38.43, 39.44, 32
7, 23.22, 39.44, 32
7, 38.43, 39.44, 32
7, 38.43, 25.89, 32
7, 23.83, 39.44, 32
7, 24.7, 39.44, 32
8, 38.43, 38.31, 32
8, 30.09, 35.88, 32
8, 34.35, 37.36, 32
8, 35.3, 35.19, 32
8, 30.35, 36.49, 32
8, 36.17, 34.58, 32
8, 33.83, 35.88, 32
8, 36.87, 34.32, 32
8, 38.26, 36.75, 32
8, 33.3, 35.53, 32
8, 35.39, 35.71, 32
8, 35.3, 36.58, 32
8, 28.87, 35.88, 32
8, 35.22, 35.19, 32
8, 35.04, 35.27, 32
9, 34.78, 38.05, 32
9, 36.17, 38.05, 32
9, 34.96, 38.31, 32
9, 36, 38.23, 32
9, 35.39, 37.1, 32
9, 36.52, 36.49, 32
9, 36, 37.1, 32
9, 36.52, 38.49, 32
9, 37.65, 30.5, 32
9, 34.87, 37.1, 32
9, 36.52, 39.44, 32
9, 34.61, 37.45, 32
9, 37.48, 38.75, 32
9, 36.17, 36.58, 32
9, 38.43, 36.06, 32
10, 33.22, 37.01, 32
10, 33.39, 37.01, 32
10, 35.39, 33.28, 32
10, 33.22, 35.1, 32
10, 33.39, 35.27, 32
10, 38.61, 36.23, 32
10, 35.39, 35.27, 32
10, 33.83, 36.06, 32
10, 35.48, 36.66, 32
10, 34.87, 35.45, 32
10, 35.3, 36.32, 32
10, 34, 35.53, 32
10, 34.26, 39.44, 32
10, 35.39, 35.88, 32
10, 37.04, 35.62, 32
11, 28.09, 32.49, 32
11, 22.09, 27.98, 32
11, 22.78, 27.19, 32
11, 25.22, 27.89, 32
11, 26.17, 27.63, 32
11, 24.43, 39.44, 32
11, 38.35, 32.23, 32
11, 30.43, 31.54, 32
11, 38.43, 29.71, 32
11, 19.74, 34.14, 32
11, 38.43, 39.44, 32
11, 21.83, 25.8, 32
11, 25.22, 26.24, 32
11, 26.35, 22.5, 32
11, 20.87, 31.71, 32
12, 32.61, 36.92, 32
12, 33.13, 36.75, 32
12, 35.83, 35.19, 32
12, 36.09, 35.19, 32
12, 38.26, 27.89, 32
12, 35.57, 33.88, 32
12, 37.3, 37.62, 32
12, 29.04, 39.62, 32
12, 32.52, 37.1, 32
12, 28.96, 30.58, 32
12, 37.13, 37.88, 32
12, 37.04, 32.06, 32
12, 38.78, 35.62, 32
12, 35.3, 39.7, 32
12, 32.26, 39.36, 32
13, 38.17, 27.28, 32
13, 33.65, 39.53, 32
13, 32.26, 36.32, 32
13, 29.65, 30.76, 32
13, 34.61, 35.88, 32
13, 33.83, 25.98, 32
13, 22.43, 39.01, 32
13, 38.52, 29.8, 32
13, 24.87, 34.32, 32
13, 32.17, 29.37, 32
13, 38.26, 34.49, 32
13, 32.09, 39.7, 32
13, 33.13, 36.66, 32
13, 40.17, 35.88, 32
13, 36.35, 39.18, 32
14, 25.83, 33.28, 32
14, 17.91, 23.63, 32
14, 38.43, 20.94, 32
14, 22.17, 39.44, 32
14, 38.43, 20.07, 32
14, 23.91, 20.59, 32
14, 21.74, 39.44, 32
14, 26.61, 23.11, 32
14, 18.17, 20.5, 32
14, 21.22, 23.63, 32
14, 22.87, 20.42, 32
14, 18.52, 20.42, 32
14, 17.57, 20.33, 32
14, 20.43, 39.44, 32
14, 25.74, 20.59, 32
